year,month,country,region,student_ai_usage_pct,teacher_ai_usage_pct,schools_ai_adoption_pct,avg_daily_ai_usage_min,top_ai_tool,internet_penetration_pct,education_index,government_ai_policy,urban_ai_usage_pct,rural_ai_usage_pct,ai_in_curriculum,gender_gap_ai_usage_pct,policy_id,policy_name,policy_type,policy_domain,policy_status,policy_year,policy_restrictiveness_score,policy_maturity_score,ethical_alignment_score,implementation_strength,regulatory_risk_level,ai_investment_index,ai_research_output,policy_sentiment,amendment_count,compliance_score,alert_flag,policy_version,country_code,continent,policy_source,publishing_authority,publication_date,effective_date,review_date,volatility_score,enforcement_strength,expert_review_score,comment_count,discussion_status,last_updated,alert_date
2015,8,United States,North America,0,2,0,21,Khanmigo,90,0.9,Draft,3,0,No,1,AIP-00071,AI Framework 21,Strategy,Transparency,Active,2022,2,68,61,Weak,Low,94,4182,Supportive,1,69,Amendment,v2.3,UNI,South America,AI Ethics Board,Digital Affairs Agency,2022-11-23,2023-05-13,2024-01-12,100,Medium,78,27,Under Review,2023-05-27,2022-12-29
2015,8,United Kingdom,Europe,8,4,2,58,Google Gemini,92,0.91,Active,13,0,Yes,5,AIP-00072,AI Framework 22,Legislation,Data Privacy,Repealed,2026,1,46,51,Strong,Low,100,3396,Supportive,7,33,No Alert,v2.3,UNI,Europe,Government Portal,AI Commission,2026-05-14,2026-08-29,2028-07-12,60,High,61,12,Open,2026-12-04,2026-07-29
2015,8,China,Asia,3,6,1,37,Microsoft Copilot,70,0.75,Draft,7,0,Yes,2,AIP-00073,AI Framework 23,Regulation,Transparency,Draft,2020,8,56,52,Moderate,Low,72,3381,Supportive,3,63,No Alert,v2.0,CHI,North America,AI Ethics Board,AI Commission,2020-06-13,2020-10-11,2021-09-23,40,Low,75,31,Under Review,2022-04-23,2020-09-09
2015,8,India,Asia,6,3,6,55,Google Gemini,50,0.64,Draft,9,0,No,8,AIP-00074,AI Framework 24,Strategy,Education,Active,2020,9,44,49,Moderate,Medium,21,4470,Neutral,2,38,No Alert,v1.4,IND,Africa,Regulatory Authority,Data Protection Authority,2020-12-15,2021-04-13,2022-07-03,46,Low,66,16,Closed,2022-02-27,2021-02-11
2015,8,Germany,Europe,8,1,4,47,ChatGPT,93,0.94,Active,8,1,No,7,AIP-00075,AI Framework 25,Regulation,Governance,Draft,2019,8,64,68,Weak,Low,91,2285,Restrictive,7,52,No Alert,v3.7,GER,North America,AI Ethics Board,AI Commission,2019-07-03,2019-09-05,2021-06-29,61,High,90,8,Under Review,2020-12-03,2019-09-08
2015,8,Brazil,South America,3,4,5,27,Google Gemini,75,0.7,,5,0,No,1,AIP-00076,AI Framework 1,Guidance,Data Privacy,Repealed,2022,1,57,50,Strong,Medium,60,3594,Restrictive,1,52,No Alert,v1.6,BRA,Oceania,Government Portal,Digital Affairs Agency,2022-03-20,2022-08-08,2023-09-06,12,Medium,92,23,Closed,2023-04-30,2022-07-13
2015,8,Pakistan,Asia,5,0,0,16,Khanmigo,45,0.55,,8,0,Yes,9,AIP-00077,AI Framework 2,Guidance,Ethics,Repealed,2019,7,51,53,Weak,Low,38,2665,Supportive,3,46,No Alert,v3.6,PAK,Oceania,Government Portal,Digital Affairs Agency,2019-11-06,2019-12-16,2021-03-20,67,Medium,55,38,Closed,2020-04-26,2020-02-25
2015,8,Nigeria,Africa,8,3,2,50,ChatGPT,42,0.52,Draft,13,0,No,3,AIP-00078,AI Framework 3,Regulation,Education,Draft,2025,4,48,49,Moderate,Low,49,3436,Supportive,0,45,No Alert,v1.6,NIG,Europe,Regulatory Authority,AI Commission,2025-12-16,2026-05-22,2027-09-14,6,High,57,40,Open,2027-01-28,2026-01-18
2015,8,Canada,North America,10,6,6,31,ChatGPT,94,0.92,Active,14,0,No,7,AIP-00079,AI Framework 4,Strategy,Education,Draft,2020,10,60,51,Weak,High,96,2786,Restrictive,4,53,No Alert,v2.0,CAN,South America,AI Ethics Board,Digital Affairs Agency,2020-10-03,2020-10-20,2023-09-29,15,High,99,13,Closed,2022-07-14,2021-01-15
2015,8,Australia,Oceania,2,5,7,8,Microsoft Copilot,96,0.93,Active,2,0,Yes,3,AIP-00080,AI Framework 5,Legislation,Governance,Active,2023,9,64,70,Weak,Medium,82,4915,Neutral,2,78,Amendment,v2.0,AUS,South America,Government Portal,Data Protection Authority,2023-03-01,2023-06-16,2025-08-16,61,Medium,62,7,Under Review,2023-08-28,2023-05-10
2015,9,United States,North America,9,8,1,53,Khanmigo,90,0.9,Active,11,0,No,5,AIP-00081,AI Framework 6,Guidance,Data Privacy,Active,2019,8,73,81,Strong,Low,68,1650,Supportive,5,85,New Policy,v1.1,UNI,South America,AI Ethics Board,Data Protection Authority,2019-02-01,2019-06-30,2022-01-17,61,High,93,45,Closed,2020-09-15,2019-05-11
2015,9,United Kingdom,Europe,0,2,2,6,Khanmigo,92,0.91,Active,0,0,Yes,1,AIP-00082,AI Framework 7,Legislation,Transparency,Active,2020,5,55,64,Moderate,Low,79,3669,Neutral,4,41,No Alert,v1.9,UNI,Asia,Legal Database,Data Protection Authority,2020-07-10,2021-01-05,2022-03-02,54,High,60,27,Closed,2022-05-02,2020-08-15
2015,9,China,Asia,10,6,6,52,Google Gemini,70,0.75,Active,12,0,No,10,AIP-00083,AI Framework 8,Regulation,Transparency,Draft,2019,4,45,36,Moderate,Medium,88,872,Neutral,5,45,New Policy,v1.8,CHI,North America,Government Portal,Ministry of Technology,2019-07-20,2019-08-16,2022-04-21,41,Medium,80,49,Closed,2020-04-24,2019-08-11
2015,9,India,Asia,9,3,2,49,Microsoft Copilot,50,0.64,Draft,14,2,Yes,9,AIP-00084,AI Framework 9,Guidance,Data Privacy,Active,2022,9,69,62,Weak,Medium,70,283,Neutral,7,63,Amendment,v1.5,IND,South America,Regulatory Authority,Data Protection Authority,2022-03-28,2022-04-24,2024-03-21,51,Medium,60,36,Closed,2023-03-04,2022-06-27
2015,9,Germany,Europe,7,3,5,27,Microsoft Copilot,93,0.94,Active,12,1,Yes,10,AIP-00085,AI Framework 10,Legislation,Data Privacy,Active,2018,2,62,69,Strong,Medium,45,3531,Restrictive,7,73,No Alert,v1.3,GER,Oceania,AI Ethics Board,Data Protection Authority,2018-08-31,2019-01-13,2019-10-09,15,Medium,78,15,Under Review,2020-05-23,2018-12-06
2015,9,Brazil,South America,2,1,5,24,ChatGPT,75,0.7,,5,0,Yes,9,AIP-00086,AI Framework 11,Guidance,Transparency,Active,2018,2,65,61,Moderate,Medium,26,1130,Restrictive,1,65,No Alert,v2.9,BRA,Europe,Legal Database,Digital Affairs Agency,2018-02-15,2018-07-23,2020-04-20,85,Medium,87,19,Closed,2019-07-12,2018-02-26
2015,9,Pakistan,Asia,3,2,0,45,ChatGPT,45,0.55,Active,8,0,No,5,AIP-00087,AI Framework 12,Strategy,Ethics,Draft,2022,1,43,46,Strong,Low,29,127,Restrictive,4,47,Amendment,v3.0,PAK,South America,Government Portal,AI Commission,2022-09-28,2023-01-26,2024-09-12,92,Medium,96,30,Closed,2023-07-06,2023-01-09
2015,9,Nigeria,Africa,8,1,1,40,Google Gemini,42,0.52,,11,3,Yes,4,AIP-00088,AI Framework 13,Regulation,Transparency,Repealed,2022,6,51,48,Weak,High,39,3205,Supportive,6,38,No Alert,v3.0,NIG,Africa,Legal Database,Data Protection Authority,2022-03-02,2022-08-14,2023-05-28,84,Medium,77,36,Under Review,2023-03-27,2022-05-31
2015,9,Canada,North America,3,5,1,8,Google Gemini,94,0.92,Draft,8,0,No,2,AIP-00089,AI Framework 14,Regulation,Ethics,Active,2020,1,67,61,Moderate,Low,82,3078,Neutral,1,74,No Alert,v2.6,CAN,Oceania,AI Ethics Board,Data Protection Authority,2020-07-10,2020-09-10,2022-05-23,88,High,76,11,Open,2021-08-10,2020-09-26
2015,9,Australia,Oceania,10,1,0,52,Khanmigo,96,0.93,Draft,15,2,No,4,AIP-00090,AI Framework 15,Legislation,Transparency,Active,2021,6,69,72,Moderate,Low,27,3213,Neutral,3,68,Amendment,v2.5,AUS,Europe,Legal Database,Digital Affairs Agency,2021-08-12,2021-09-22,2024-02-07,87,Medium,94,26,Closed,2022-09-12,2021-11-06
2015,10,United States,North America,5,6,7,54,Microsoft Copilot,90,0.9,Active,10,0,No,4,AIP-00091,AI Framework 16,Strategy,Data Privacy,Active,2021,2,55,49,Strong,Medium,30,2297,Neutral,4,67,New Policy,v3.9,UNI,Africa,Regulatory Authority,Digital Affairs Agency,2021-08-07,2021-10-06,2024-01-23,41,Low,84,8,Under Review,2022-10-01,2021-10-26
2015,10,United Kingdom,Europe,4,5,1,19,Khanmigo,92,0.91,Active,4,0,Yes,8,AIP-00092,AI Framework 17,Guidance,Education,Repealed,2024,9,68,60,Strong,Low,99,4171,Restrictive,6,56,New Policy,v1.8,UNI,Europe,Legal Database,Ministry of Technology,2024-02-11,2024-03-20,2027-02-07,89,High,65,7,Closed,2026-01-26,2024-03-20
2015,10,China,Asia,2,4,2,21,Google Gemini,70,0.75,,5,0,No,4,AIP-00093,AI Framework 18,Regulation,Ethics,Active,2022,5,70,71,Moderate,Medium,52,113,Neutral,0,64,No Alert,v1.9,CHI,North America,Legal Database,Data Protection Authority,2022-12-01,2023-05-12,2025-07-06,84,Low,69,27,Under Review,2023-07-16,2022-12-25
2015,10,India,Asia,4,2,7,12,Google Gemini,50,0.64,Draft,7,0,No,8,AIP-00094,AI Framework 19,Strategy,Transparency,Active,2025,1,53,47,Weak,Low,30,836,Neutral,6,63,No Alert,v2.7,IND,Asia,AI Ethics Board,Digital Affairs Agency,2025-06-06,2025-08-15,2027-03-26,7,Medium,67,42,Open,2026-10-02,2025-06-17
2015,10,Germany,Europe,5,5,5,12,Google Gemini,93,0.94,Active,10,0,No,6,AIP-00095,AI Framework 20,Guidance,Education,Active,2019,7,72,66,Weak,Medium,90,1913,Restrictive,1,64,No Alert,v1.9,GER,Africa,Legal Database,Data Protection Authority,2019-09-01,2019-12-25,2022-04-24,12,High,63,47,Under Review,2021-07-06,2019-10-28
2015,10,Brazil,South America,5,6,4,10,ChatGPT,75,0.7,Active,8,0,Yes,6,AIP-00096,AI Framework 21,Regulation,Education,Active,2019,4,50,56,Weak,Medium,98,4907,Restrictive,6,43,New Policy,v2.6,BRA,Asia,Legal Database,Data Protection Authority,2019-03-25,2019-06-18,2022-02-16,74,High,65,22,Under Review,2019-07-02,2019-07-14
2015,10,Pakistan,Asia,0,5,7,40,Microsoft Copilot,45,0.55,Draft,0,0,No,8,AIP-00097,AI Framework 22,Legislation,Education,Active,2021,3,48,49,Strong,Medium,60,3616,Neutral,5,42,Amendment,v1.5,PAK,North America,Legal Database,Ministry of Technology,2021-09-13,2021-09-28,2022-11-26,25,Medium,98,44,Closed,2022-03-13,2021-10-10
2015,10,Nigeria,Africa,9,5,4,51,Microsoft Copilot,42,0.52,Draft,10,4,Yes,5,AIP-00098,AI Framework 23,Guidance,Data Privacy,Active,2018,7,64,65,Moderate,Medium,29,2605,Restrictive,3,65,New Policy,v3.5,NIG,North America,Regulatory Authority,AI Commission,2018-06-24,2018-08-16,2020-03-28,78,High,78,19,Open,2019-10-28,2018-07-19
2015,10,Canada,North America,9,3,7,18,ChatGPT,94,0.92,,14,0,No,3,AIP-00099,AI Framework 24,Strategy,Governance,Active,2024,10,62,55,Weak,Low,70,4748,Supportive,1,48,No Alert,v1.9,CAN,Africa,Legal Database,Digital Affairs Agency,2024-07-28,2024-12-20,2026-12-13,53,High,87,43,Closed,2025-01-19,2024-10-06
2015,10,Australia,Oceania,8,5,0,45,Khanmigo,96,0.93,,9,0,No,4,AIP-00100,AI Framework 25,Guidance,Education,Active,2021,10,45,38,Moderate,High,89,4606,Supportive,2,49,Amendment,v1.1,AUS,North America,Regulatory Authority,Ministry of Technology,2021-02-06,2021-04-15,2022-10-25,2,Medium,81,21,Closed,2022-09-22,2021-02-08
2015,11,United States,North America,6,5,2,23,Microsoft Copilot,90,0.9,Draft,10,0,No,3,AIP-00101,AI Framework 1,Legislation,Education,Repealed,2021,5,69,67,Weak,Medium,98,570,Supportive,5,79,No Alert,v2.5,UNI,Oceania,Government Portal,Digital Affairs Agency,2021-06-17,2021-08-17,2024-04-25,63,High,94,41,Open,2022-06-18,2021-10-01
2015,11,United Kingdom,Europe,10,0,3,20,Khanmigo,92,0.91,Draft,15,0,Yes,2,AIP-00102,AI Framework 2,Legislation,Transparency,Repealed,2022,9,47,45,Strong,Medium,66,2670,Supportive,1,41,No Alert,v2.3,UNI,Asia,Government Portal,Digital Affairs Agency,2022-02-23,2022-04-09,2024-08-15,17,Medium,90,48,Under Review,2023-05-13,2022-03-29
2015,11,China,Asia,4,1,2,45,Microsoft Copilot,70,0.75,Draft,6,0,No,5,AIP-00103,AI Framework 3,Regulation,Education,Active,2018,3,68,67,Moderate,Low,96,4759,Restrictive,5,58,Amendment,v1.6,CHI,Europe,Government Portal,AI Commission,2018-08-10,2018-10-27,2020-05-04,33,High,81,14,Closed,2019-08-27,2018-11-22
2015,11,India,Asia,6,3,0,16,Microsoft Copilot,50,0.64,Draft,8,0,Yes,6,AIP-00104,AI Framework 4,Guidance,Ethics,Active,2021,9,40,32,Strong,Low,87,975,Supportive,1,35,New Policy,v1.6,IND,Europe,Government Portal,Ministry of Technology,2021-02-06,2021-03-08,2022-12-19,54,Medium,50,19,Closed,2022-02-10,2021-05-30
2015,11,Germany,Europe,4,7,0,17,Google Gemini,93,0.94,,5,0,Yes,9,AIP-00105,AI Framework 5,Regulation,Ethics,Active,2026,10,68,76,Moderate,Low,33,831,Restrictive,0,73,No Alert,v3.3,GER,North America,Legal Database,Digital Affairs Agency,2026-09-16,2027-03-02,2028-08-04,84,Low,96,45,Closed,2028-02-26,2026-11-14
2015,11,Brazil,South America,5,2,0,10,Google Gemini,75,0.7,Active,9,0,Yes,7,AIP-00106,AI Framework 6,Legislation,Ethics,Repealed,2023,6,68,65,Moderate,Medium,71,1787,Supportive,4,68,No Alert,v2.6,BRA,Asia,AI Ethics Board,AI Commission,2023-12-18,2024-05-01,2026-11-01,7,Medium,58,36,Closed,2024-12-08,2024-02-29
2015,11,Pakistan,Asia,6,2,5,27,Khanmigo,45,0.55,Active,10,0,No,1,AIP-00107,AI Framework 7,Strategy,Governance,Active,2023,6,68,75,Moderate,High,73,4846,Supportive,6,71,No Alert,v2.5,PAK,North America,AI Ethics Board,Digital Affairs Agency,2023-08-04,2023-11-02,2024-09-21,54,High,57,46,Under Review,2024-09-14,2023-10-23
2015,11,Nigeria,Africa,10,3,4,6,ChatGPT,42,0.52,Active,14,0,Yes,5,AIP-00108,AI Framework 8,Strategy,Data Privacy,Draft,2022,6,63,61,Moderate,High,82,1144,Neutral,7,72,Amendment,v2.1,NIG,North America,Regulatory Authority,AI Commission,2022-02-14,2022-08-06,2023-03-25,55,Medium,53,7,Open,2022-08-15,2022-02-18
2015,11,Canada,North America,8,4,0,48,Google Gemini,94,0.92,Draft,13,0,No,9,AIP-00109,AI Framework 9,Guidance,Ethics,Active,2022,1,56,55,Moderate,Medium,63,3195,Supportive,4,70,Amendment,v3.6,CAN,South America,AI Ethics Board,Digital Affairs Agency,2022-07-30,2022-09-12,2024-09-23,46,High,62,22,Closed,2022-12-22,2022-08-24
2015,11,Australia,Oceania,9,4,1,41,ChatGPT,96,0.93,,14,0,No,2,AIP-00110,AI Framework 10,Guidance,Education,Active,2026,9,65,57,Weak,Medium,79,1357,Supportive,4,64,Amendment,v2.0,AUS,South America,Government Portal,Digital Affairs Agency,2026-06-17,2026-09-02,2029-01-18,2,Medium,75,19,Closed,2026-09-30,2026-08-15
2015,12,United States,North America,5,1,4,49,Khanmigo,90,0.9,,9,0,Yes,10,AIP-00111,AI Framework 11,Legislation,Ethics,Active,2026,8,49,53,Strong,Medium,67,3697,Restrictive,5,57,Amendment,v1.8,UNI,Europe,Government Portal,Digital Affairs Agency,2026-07-30,2026-11-25,2028-09-23,10,Low,76,47,Closed,2027-03-30,2026-10-20
2015,12,United Kingdom,Europe,3,1,6,14,ChatGPT,92,0.91,Draft,4,0,Yes,3,AIP-00112,AI Framework 12,Legislation,Transparency,Active,2021,9,68,59,Moderate,Low,41,4457,Neutral,3,68,No Alert,v1.9,UNI,North America,Legal Database,AI Commission,2021-07-31,2021-08-31,2023-10-19,30,High,91,37,Closed,2022-03-05,2021-10-04
2015,12,China,Asia,0,0,6,25,Google Gemini,70,0.75,,2,0,Yes,4,AIP-00113,AI Framework 13,Strategy,Data Privacy,Active,2026,2,60,65,Moderate,Medium,59,251,Neutral,0,49,New Policy,v1.0,CHI,South America,Government Portal,AI Commission,2026-05-06,2026-07-27,2028-03-24,47,High,66,25,Under Review,2028-03-18,2026-07-21
2015,12,India,Asia,3,3,6,32,Google Gemini,50,0.64,,6,0,No,6,AIP-00114,AI Framework 14,Regulation,Ethics,Active,2018,9,56,64,Moderate,Medium,95,1918,Restrictive,1,59,Amendment,v1.2,IND,Oceania,Government Portal,Ministry of Technology,2018-04-12,2018-05-31,2019-07-01,70,High,51,40,Closed,2020-03-07,2018-08-05
2015,12,Germany,Europe,2,1,6,16,ChatGPT,93,0.94,Active,5,0,No,4,AIP-00115,AI Framework 15,Regulation,Governance,Active,2020,4,58,55,Moderate,Low,88,2915,Restrictive,3,72,New Policy,v1.1,GER,Asia,Government Portal,AI Commission,2020-01-31,2020-05-22,2021-06-02,68,Low,90,43,Under Review,2020-06-01,2020-03-19
2015,12,Brazil,South America,5,6,7,24,Khanmigo,75,0.7,Active,10,0,No,7,AIP-00116,AI Framework 16,Guidance,Ethics,Active,2020,9,60,68,Moderate,Low,72,954,Supportive,5,58,No Alert,v1.7,BRA,South America,Government Portal,Data Protection Authority,2020-12-07,2021-01-05,2022-02-13,6,High,91,48,Under Review,2022-05-26,2021-01-02
2015,12,Pakistan,Asia,10,8,0,33,ChatGPT,45,0.55,,14,0,Yes,10,AIP-00117,AI Framework 17,Guidance,Education,Active,2024,10,41,45,Moderate,Low,46,3193,Neutral,2,42,No Alert,v3.0,PAK,Asia,AI Ethics Board,Ministry of Technology,2024-12-24,2025-03-21,2026-06-11,72,Low,88,12,Closed,2026-06-12,2025-03-13
2015,12,Nigeria,Africa,9,8,1,28,Google Gemini,42,0.52,,10,0,No,9,AIP-00118,AI Framework 18,Guidance,Governance,Active,2023,9,45,35,Weak,Medium,36,1854,Neutral,1,52,Amendment,v2.5,NIG,Europe,Legal Database,AI Commission,2023-01-06,2023-04-18,2025-01-29,38,High,99,40,Open,2023-05-24,2023-02-05
2015,12,Canada,North America,9,7,5,55,Microsoft Copilot,94,0.92,Active,11,0,No,8,AIP-00119,AI Framework 19,Strategy,Ethics,Active,2022,10,48,42,Moderate,Low,43,224,Supportive,7,58,Amendment,v3.3,CAN,North America,Government Portal,Digital Affairs Agency,2022-05-20,2022-10-15,2023-09-06,15,High,61,45,Closed,2023-11-07,2022-07-15
2015,12,Australia,Oceania,5,5,4,38,Google Gemini,96,0.93,Active,9,0,No,1,AIP-00120,AI Framework 20,Regulation,Data Privacy,Active,2020,2,44,47,Weak,Low,44,3105,Supportive,0,29,New Policy,v1.7,AUS,Africa,Government Portal,AI Commission,2020-08-04,2020-09-06,2022-05-02,71,High,55,7,Under Review,2020-09-04,2020-11-22
2016,1,United States,North America,15,9,8,57,Microsoft Copilot,90,0.9,Active,18,10,No,6,AIP-00121,AI Framework 21,Strategy,Ethics,Active,2022,4,55,59,Strong,Low,97,238,Restrictive,6,41,New Policy,v2.6,UNI,North America,Government Portal,Ministry of Technology,2022-12-21,2023-03-30,2024-09-18,68,High,100,16,Closed,2024-03-27,2023-04-15
2016,1,United Kingdom,Europe,13,12,8,59,Microsoft Copilot,92,0.91,Active,18,6,Yes,1,AIP-00122,AI Framework 22,Legislation,Data Privacy,Active,2020,3,64,55,Moderate,High,63,1044,Restrictive,0,63,No Alert,v1.5,UNI,North America,Legal Database,Digital Affairs Agency,2020-12-08,2021-01-02,2023-07-24,10,Medium,86,40,Under Review,2021-07-06,2020-12-09
2016,1,China,Asia,15,7,11,50,ChatGPT,70,0.75,Draft,16,4,No,8,AIP-00123,AI Framework 23,Legislation,Governance,Draft,2022,6,63,67,Strong,High,51,860,Restrictive,2,51,No Alert,v3.5,CHI,South America,AI Ethics Board,Digital Affairs Agency,2022-10-03,2022-10-28,2023-11-14,76,High,98,16,Closed,2024-05-18,2022-12-06
2016,1,India,Asia,10,8,6,50,Google Gemini,50,0.64,Active,11,5,No,10,AIP-00124,AI Framework 24,Legislation,Data Privacy,Draft,2021,10,56,63,Moderate,High,91,302,Supportive,6,69,No Alert,v3.7,IND,Africa,Regulatory Authority,AI Commission,2021-11-06,2022-04-30,2024-03-28,56,Medium,81,46,Closed,2022-11-09,2021-12-12
2016,1,Germany,Europe,14,11,8,53,ChatGPT,93,0.94,Draft,15,8,No,4,AIP-00125,AI Framework 25,Regulation,Education,Active,2025,7,70,61,Strong,High,49,2085,Neutral,6,76,No Alert,v2.4,GER,North America,Regulatory Authority,Data Protection Authority,2025-09-03,2026-01-17,2028-04-20,31,Medium,79,18,Under Review,2025-12-12,2025-11-30
2016,1,Brazil,South America,13,6,10,25,ChatGPT,75,0.7,,14,8,Yes,2,AIP-00126,AI Framework 1,Legislation,Transparency,Draft,2024,6,60,68,Strong,Low,84,4366,Supportive,3,64,No Alert,v1.4,BRA,South America,AI Ethics Board,Data Protection Authority,2024-07-20,2024-09-25,2025-08-29,98,Low,73,29,Closed,2025-08-09,2024-08-12
2016,1,Pakistan,Asia,14,8,5,56,Microsoft Copilot,45,0.55,Draft,16,0,No,1,AIP-00127,AI Framework 2,Regulation,Ethics,Repealed,2019,9,42,43,Weak,Low,71,1562,Supportive,0,45,No Alert,v1.0,PAK,Oceania,Regulatory Authority,Ministry of Technology,2019-12-17,2020-04-07,2021-06-17,74,High,52,50,Open,2020-06-30,2019-12-19
2016,1,Nigeria,Africa,5,6,12,25,Google Gemini,42,0.52,Draft,6,0,Yes,2,AIP-00128,AI Framework 3,Legislation,Data Privacy,Repealed,2026,2,67,69,Moderate,Medium,44,1234,Restrictive,7,67,New Policy,v3.2,NIG,North America,Legal Database,Digital Affairs Agency,2026-09-02,2026-10-17,2028-06-26,48,Medium,88,1,Under Review,2026-12-28,2026-12-30
2016,1,Canada,North America,6,10,5,34,ChatGPT,94,0.92,Active,7,1,Yes,8,AIP-00129,AI Framework 4,Legislation,Transparency,Draft,2023,7,60,51,Weak,Medium,97,4044,Supportive,7,46,No Alert,v3.3,CAN,Oceania,Government Portal,Ministry of Technology,2023-03-02,2023-03-28,2025-03-25,90,Medium,93,0,Open,2024-09-25,2023-05-09
2016,1,Australia,Oceania,11,7,10,34,Google Gemini,96,0.93,Active,16,0,Yes,5,AIP-00130,AI Framework 5,Legislation,Education,Active,2021,6,62,64,Weak,Medium,75,4684,Restrictive,3,70,No Alert,v2.5,AUS,North America,Legal Database,Digital Affairs Agency,2021-10-24,2021-11-10,2024-05-27,72,Low,62,44,Under Review,2023-08-02,2021-12-31
2016,2,United States,North America,14,8,12,28,ChatGPT,90,0.9,,18,4,Yes,9,AIP-00131,AI Framework 6,Guidance,Transparency,Active,2022,3,60,59,Moderate,Low,100,1541,Supportive,0,59,Amendment,v1.6,UNI,North America,AI Ethics Board,Ministry of Technology,2022-02-11,2022-07-20,2024-01-05,76,Medium,51,28,Open,2022-04-03,2022-02-23
2016,2,United Kingdom,Europe,12,13,10,56,Microsoft Copilot,92,0.91,Active,12,0,Yes,4,AIP-00132,AI Framework 7,Guidance,Ethics,Active,2019,7,59,56,Moderate,High,20,283,Neutral,5,56,Amendment,v2.9,UNI,Asia,Regulatory Authority,Digital Affairs Agency,2019-02-19,2019-03-20,2022-02-01,4,Medium,52,1,Closed,2020-08-01,2019-05-04
2016,2,China,Asia,15,8,6,53,Google Gemini,70,0.75,,17,0,Yes,6,AIP-00133,AI Framework 8,Guidance,Education,Active,2018,9,43,49,Strong,Low,42,3814,Neutral,6,41,No Alert,v2.2,CHI,South America,Regulatory Authority,Ministry of Technology,2018-05-16,2018-07-28,2020-07-09,11,High,53,5,Closed,2018-11-03,2018-06-24
2016,2,India,Asia,11,13,9,10,ChatGPT,50,0.64,,13,3,No,4,AIP-00134,AI Framework 9,Regulation,Governance,Active,2021,9,60,55,Moderate,Medium,46,3271,Restrictive,6,59,No Alert,v1.5,IND,North America,AI Ethics Board,Digital Affairs Agency,2021-06-20,2021-11-22,2024-03-25,44,Medium,66,36,Open,2021-12-28,2021-07-12
2016,2,Germany,Europe,15,11,9,31,ChatGPT,93,0.94,,20,5,Yes,1,AIP-00135,AI Framework 10,Legislation,Data Privacy,Draft,2025,9,68,59,Strong,High,74,4987,Restrictive,5,82,New Policy,v2.7,GER,North America,Legal Database,AI Commission,2025-08-26,2026-02-18,2027-10-22,71,Medium,59,47,Under Review,2026-12-25,2025-11-11
2016,2,Brazil,South America,15,12,6,14,Khanmigo,75,0.7,,16,4,Yes,9,AIP-00136,AI Framework 11,Regulation,Transparency,Draft,2021,9,50,50,Weak,Medium,88,3342,Neutral,6,41,Amendment,v1.3,BRA,South America,Legal Database,Data Protection Authority,2021-06-22,2021-10-01,2024-06-20,47,High,79,29,Under Review,2023-04-12,2021-07-22
2016,2,Pakistan,Asia,14,8,8,26,Khanmigo,45,0.55,,16,7,No,8,AIP-00137,AI Framework 12,Guidance,Transparency,Active,2021,5,61,66,Weak,Medium,29,4652,Restrictive,4,51,No Alert,v1.5,PAK,South America,Legal Database,Data Protection Authority,2021-04-26,2021-09-16,2022-06-19,64,Medium,83,25,Under Review,2023-04-23,2021-05-13
2016,2,Nigeria,Africa,13,8,6,25,Google Gemini,42,0.52,Active,13,4,Yes,6,AIP-00138,AI Framework 13,Legislation,Transparency,Repealed,2026,1,41,33,Weak,Medium,32,822,Supportive,1,29,No Alert,v1.4,NIG,Oceania,Legal Database,Data Protection Authority,2026-05-19,2026-07-14,2028-01-09,62,Low,82,12,Open,2026-12-21,2026-08-08
2016,2,Canada,North America,9,8,5,38,Google Gemini,94,0.92,Active,13,1,Yes,8,AIP-00139,AI Framework 14,Regulation,Transparency,Active,2026,10,52,62,Moderate,Medium,74,866,Restrictive,5,56,No Alert,v3.3,CAN,North America,Government Portal,Digital Affairs Agency,2026-03-26,2026-08-25,2027-06-29,100,Medium,97,0,Open,2027-06-18,2026-07-13
2016,2,Australia,Oceania,11,8,9,57,Khanmigo,96,0.93,Draft,14,0,No,6,AIP-00140,AI Framework 15,Strategy,Ethics,Active,2022,5,55,59,Moderate,High,48,3342,Neutral,1,40,No Alert,v3.0,AUS,North America,Government Portal,AI Commission,2022-03-03,2022-07-29,2023-03-11,85,Medium,82,19,Open,2022-10-04,2022-03-13
